ImageID,XMin,YMin,XMax,YMax,Labels
7bf81771c16360d4,0.405,0.708125,0.550833,0.999375,/m/0bwd_0j
7bf81771c16360d4,0.400833,0.74375,0.521667,0.904375,/m/0bwd_0j
7bfb04f2ae172bf3,0.56375,0.154316,0.999375,0.637128,/m/096mb
7bfeb0812c3bc277,0.62875,0.378378,0.836875,0.879686,/m/096mb
7bfeb0812c3bc277,0.11,0.113339,0.431875,0.666085,/m/096mb
7bfeb0812c3bc277,0.830625,0.02354,0.991875,0.505667,/m/096mb
7bfeb0812c3bc277,0.468125,0.594595,0.724375,0.932868,/m/096mb
7bfeb0812c3bc277,0.576875,0.633827,0.843125,0.962511,/m/096mb
7bfeb0812c3bc277,0.4775,0.735833,0.58375,0.941587,/m/096mb
7bfeb0812c3bc277,0.5775,0.723627,0.6775,0.953793,/m/096mb
7bfeb0812c3bc277,0.613125,0.717524,0.718125,0.938099,/m/096mb
7bfeb0812c3bc277,0.73,0.717524,0.835,0.931997,/m/096mb
7bfeb0812c3bc277,0.574375,0.400174,0.6175,0.496077,/m/096mb
7bfeb0812c3bc277,0.504375,0.403662,0.69,0.843069,/m/096mb
7bfeb0812c3bc277,0.0,0.0,0.89,0.911944,/m/096mb
7bfeb0812c3bc277,0.483125,0.734089,0.578125,0.938099,/m/096mb
7bfeb0812c3bc277,0.570625,0.735833,0.685625,0.953793,/m/096mb
7bfeb0812c3bc277,0.625625,0.730602,0.70375,0.919791,/m/096mb
7bfeb0812c3bc277,0.731875,0.725371,0.836875,0.936356,/m/096mb
7bfeb0812c3bc277,0.095625,0.077594,0.4225,0.642546,/m/096mb
7bfeb0812c3bc277,0.561875,0.778553,0.620625,0.82476,/m/096mb
7bfeb0812c3bc277,0.62625,0.821273,0.671875,0.880558,/m/096mb
7bfeb0812c3bc277,0.659375,0.844813,0.706875,0.880558,/m/096mb
7bfeb0812c3bc277,0.7475,0.764603,0.78375,0.8483,/m/096mb
7c073217766bda28,0.065625,0.249765,0.91375,0.874178,/m/096mb
7c073217766bda28,0.038125,0.158685,0.951875,0.846009,/m/096mb
7c12f16b295265d9,0.528125,0.089167,0.92,0.504167,/m/0bwd_0j
7c12f16b295265d9,0.0,0.2375,0.71375,0.7925,/m/0bwd_0j
7c375183b1020791,0.0,0.0,0.998366,0.998366,/m/07dm6
7c387756bbad59b6,0.0,0.0,0.0875,0.310833,/m/07dm6
7c387756bbad59b6,0.000625,0.0,0.999375,0.999167,/m/07dm6
7c387756bbad59b6,0.271875,0.338333,0.79,0.890833,/m/07dm6
7c4207af57475098,0.080078,0.11576,0.723633,0.762901,/m/096mb
7c4207af57475098,0.364258,0.37378,0.915039,0.909344,/m/096mb
7c5186dc497d7124,0.019755,0.33,0.613358,0.701875,/m/096mb
7c5186dc497d7124,0.0,0.08875,0.965193,0.74875,/m/096mb
7c5186dc497d7124,0.0,0.315,0.78175,0.680625,/m/096mb
7c62e875b3c18f74,0.51125,0.216667,0.88125,0.670833,/m/0bwd_0j
7c62e875b3c18f74,0.0,0.0675,0.488125,0.575833,/m/0bwd_0j
7c62e875b3c18f74,0.58,0.0,0.999375,0.404167,/m/0bwd_0j
7c62e875b3c18f74,0.420625,0.695,0.57125,0.8775,/m/0bwd_0j
7c62e875b3c18f74,0.60375,0.608333,0.76625,0.858333,/m/0bwd_0j
7c62e875b3c18f74,0.263125,0.29,0.494375,0.655,/m/0bwd_0j
7c62e875b3c18f74,0.40375,0.330833,0.55625,0.635833,/m/0bwd_0j
7c62e875b3c18f74,0.42125,0.689167,0.57125,0.8775,/m/0bwd_0j
7c62e875b3c18f74,0.603125,0.61,0.76375,0.835833,/m/0bwd_0j
7c735fc59a72a95d,0.289375,0.469541,0.63875,0.759138,/m/07dm6
7c735fc59a72a95d,0.0,0.0,0.533125,0.999063,/m/07dm6
7c735fc59a72a95d,0.534375,0.0,0.999375,0.999063,/m/07dm6
7c73cfe96cbc4fea,0.169173,0.34,0.379699,0.48875,/m/0bwd_0j
7c73cfe96cbc4fea,0.033835,0.1425,0.979323,0.80625,/m/0bwd_0j
7c9759a7160fc769,0.404687,0.094792,0.920313,0.897917,/m/096mb
7c9759a7160fc769,0.544531,0.544792,0.659375,0.757292,/m/096mb
7c9759a7160fc769,0.5375,0.047917,0.871875,0.440625,/m/096mb
7ca20cca8f7af73c,0.593264,0.207985,1.0,0.806871,/m/0bwd_0j
7ca20cca8f7af73c,0.0,0.047354,0.867228,0.974002,/m/0bwd_0j
7ca56bcae64f35d2,0.023438,0.346687,0.96875,0.821263,/m/07dm6
7cb0f58688699709,0.0,0.0,0.999375,0.999062,/m/07dm6
7cb0f58688699709,0.2625,0.69137,0.44625,0.999062,/m/07dm6
7cb0f58688699709,0.1525,0.0,0.999375,0.768293,/m/07dm6
7cd4422371ca05d5,0.169167,0.113125,0.67,0.956875,/m/096mb
7cd467bed0d437d0,0.005629,0.039375,0.650094,0.959375,/m/0bwd_0j
7cd467bed0d437d0,0.0,0.0,0.999062,0.385,/m/0bwd_0j
7cf4abceed271a5f,0.025,0.578154,0.85375,0.882298,/m/0bwd_0j
7cf4abceed271a5f,0.0275,0.579096,0.826875,0.847458,/m/0bwd_0j
7cf4abceed271a5f,0.0,0.266478,0.789375,0.592279,/m/0bwd_0j
7cf4abceed271a5f,0.835625,0.841808,0.999375,0.999058,/m/0bwd_0j
7d0d9224e0b00b05,0.411875,0.078081,0.7475,1.0,/m/0bwd_0j
7d0d9224e0b00b05,0.183125,0.0,0.46625,0.850423,/m/0bwd_0j
7d0d9224e0b00b05,0.08375,0.0,0.125625,0.040452,/m/0bwd_0j
7d0d9224e0b00b05,0.14625,0.05174,0.218125,0.099718,/m/0bwd_0j
7d0d9224e0b00b05,0.34,0.661336,0.4025,0.848542,/m/0bwd_0j
7d0d9224e0b00b05,0.695,0.082785,0.7625,0.143932,/m/0bwd_0j
7d0d9224e0b00b05,0.8,0.185325,0.835625,0.259643,/m/0bwd_0j
7d0d9224e0b00b05,0.939375,0.782691,0.999375,0.88523,/m/0bwd_0j
7d0d9224e0b00b05,0.941875,0.57667,0.986875,0.709313,/m/0bwd_0j
7d0d9224e0b00b05,0.313125,0.0,0.4175,0.095014,/m/0bwd_0j
7d111298b80c2151,0.083162,0.1225,0.568789,0.999375,/m/07dm6
7d17d2816eda9cef,0.374375,0.131332,0.66875,0.719512,/m/096mb
7d17d2816eda9cef,0.390625,0.109756,0.651875,0.67636,/m/096mb
7d1893921dc62995,0.10375,0.048023,0.980625,1.0,/m/0bwd_0j
7d1893921dc62995,0.0,0.0,0.999375,0.999058,/m/0bwd_0j
7d1f9981311d474c,0.067073,0.034404,0.954268,0.96789,/m/07dm6
7d1f9981311d474c,0.234756,0.41055,0.722561,0.795872,/m/07dm6
7d2850694e2e8568,0.045625,0.586854,0.445625,0.79061,/m/07dm6
7d2850694e2e8568,0.52125,0.405634,0.549375,0.459155,/m/07dm6
7d2850694e2e8568,0.67,0.411268,0.696875,0.459155,/m/07dm6
7d2d063934777ea7,0.0,0.093333,0.97125,0.958333,/m/0bwd_0j
7d2d063934777ea7,0.0,0.405,0.378125,0.766667,/m/0bwd_0j
7d2d063934777ea7,0.6225,0.3825,0.999375,0.769167,/m/0bwd_0j
7d40f53e3220e07e,0.0,0.216573,0.999375,0.937853,/m/096mb
7d40f53e3220e07e,0.0,0.0,0.998125,0.93597,/m/096mb
7d458c059c732a95,0.13125,0.296667,0.159375,0.380833,/m/0bwd_0j
7d458c059c732a95,0.17125,0.298333,0.2025,0.351667,/m/0bwd_0j
7d458c059c732a95,0.219375,0.306667,0.255625,0.374167,/m/0bwd_0j
7d458c059c732a95,0.63,0.054167,0.660625,0.1175,/m/0bwd_0j
7d458c059c732a95,0.00375,0.0,0.999375,0.338333,/m/0bwd_0j
7d458c059c732a95,0.23625,0.338333,0.859375,0.81,/m/0bwd_0j
7d458c059c732a95,0.231875,0.375,0.861875,0.801667,/m/0bwd_0j
7d458c059c732a95,0.79,0.595833,0.999375,0.935,/m/0bwd_0j
7d46f37adec5477e,0.041188,0.048571,0.791188,0.804286,/m/0bwd_0j
7d48dfa185ae2879,0.226875,0.408333,0.7175,0.7275,/m/07dm6
7d666b9fc9066034,0.06875,0.27265,0.880625,0.876923,/m/02wdbm
7d83e1cfd97e1ab5,0.255625,0.134146,0.999375,0.999062,/m/07dm6
7d8b3039644d187d,0.661885,0.337349,0.998975,0.997992,/m/07dm6
7d910b9e81fae34f,0.40625,0.376369,0.999375,0.999218,/m/07dm6
7dde08c8b9fc6004,0.616801,0.402344,0.829689,0.959635,/m/0bwd_0j
7dde08c8b9fc6004,0.493671,0.415365,0.829689,0.998698,/m/0bwd_0j
7dde08c8b9fc6004,0.73878,0.434896,0.754891,0.471354,/m/0bwd_0j
7dde08c8b9fc6004,0.673188,0.424479,0.754891,0.513021,/m/0bwd_0j
7dde08c8b9fc6004,0.495972,0.371094,0.835443,0.998698,/m/0bwd_0j
7dde08c8b9fc6004,0.0,0.0,0.998849,0.699219,/m/0bwd_0j
7dde08c8b9fc6004,0.43038,0.0,0.988493,0.447917,/m/0bwd_0j
7dde08c8b9fc6004,0.0,0.546875,0.417722,0.998698,/m/0bwd_0j
7dde08c8b9fc6004,0.006904,0.0,0.622555,0.919271,/m/0bwd_0j
7dde08c8b9fc6004,0.49252,0.369792,0.665132,0.592448,/m/0bwd_0j
7dde08c8b9fc6004,0.75374,0.553385,0.825086,0.846354,/m/0bwd_0j
7dee90b854ea132c,0.256836,0.20292,0.699219,0.864234,/m/0bwd_0j
7dee90b854ea132c,0.265625,0.268613,0.660156,0.870073,/m/0bwd_0j
7dee90b854ea132c,0.004883,0.611679,0.023438,0.677372,/m/0bwd_0j
7dee90b854ea132c,0.201172,0.467153,0.295898,0.651095,/m/0bwd_0j
7dee90b854ea132c,0.676758,0.557664,0.733398,0.639416,/m/0bwd_0j
7dee90b854ea132c,0.819336,0.426277,0.999023,0.589781,/m/0bwd_0j
7e0e206f050e45ac,0.219375,0.104167,0.48,0.971667,/m/0bwd_0j
7e0e206f050e45ac,0.469375,0.28,0.941875,0.979167,/m/0bwd_0j
7e0e206f050e45ac,0.215,0.0575,0.501875,0.999167,/m/0bwd_0j
7e0e206f050e45ac,0.4075,0.0975,0.504375,0.651667,/m/0bwd_0j
7e0e206f050e45ac,0.805,0.040833,0.896875,0.3075,/m/0bwd_0j
7e0e206f050e45ac,0.91125,0.139167,0.999375,0.333333,/m/0bwd_0j
7e0e206f050e45ac,0.416875,0.174167,0.509375,0.6375,/m/0bwd_0j
7e0e206f050e45ac,0.809375,0.085,0.894375,0.309167,/m/0bwd_0j
7e0e206f050e45ac,0.915,0.215833,0.999375,0.3225,/m/0bwd_0j
7e0e206f050e45ac,0.186875,0.290833,0.47125,0.6975,/m/0bwd_0j
7e0e206f050e45ac,0.736875,0.299167,0.999375,0.41,/m/0bwd_0j
7e0e818f0ae3900f,0.865,0.262514,0.9725,0.984427,/m/0bwd_0j
7e0e818f0ae3900f,0.01125,0.162403,0.280625,0.685206,/m/0bwd_0j
7e0e818f0ae3900f,0.68125,0.25139,0.745,0.874305,/m/0bwd_0j
7e0e818f0ae3900f,0.745,0.349277,0.7725,0.494994,/m/0bwd_0j
7e0e818f0ae3900f,0.849375,0.329255,0.88625,0.533927,/m/0bwd_0j
7e0e818f0ae3900f,0.92875,0.342603,0.999375,0.996663,/m/0bwd_0j
7e0e818f0ae3900f,0.2675,0.095662,0.701875,0.985539,/m/0bwd_0j
7e10c855e8d4ca29,0.0,0.169027,0.924375,0.999056,/m/096mb
7e138734021ac3c6,0.126875,0.321667,0.2525,0.821667,/m/0bwd_0j
7e138734021ac3c6,0.2125,0.189167,0.903125,0.819167,/m/0bwd_0j
7e138734021ac3c6,0.0,0.1825,0.178125,0.7475,/m/0bwd_0j
7e20dbaaa7137066,0.338052,0.29875,0.638634,0.67125,/m/0bwd_0j
7e20dbaaa7137066,0.0,0.0,0.999167,0.65375,/m/0bwd_0j
7e20dbaaa7137066,0.465445,0.0,0.999167,0.5825,/m/0bwd_0j
7e21a30aab670d7a,0.139167,0.151111,0.89,0.896667,/m/0bwd_0j
7e3461e521b0ca73,0.035156,0.188679,0.629883,0.804582,/m/0bwd_0j
7e3461e521b0ca73,0.138672,0.602426,0.46875,0.969003,/m/0bwd_0j
7e3461e521b0ca73,0.280273,0.525606,0.481445,0.641509,/m/0bwd_0j
7e3461e521b0ca73,0.469727,0.326146,0.947266,0.78841,/m/0bwd_0j
7e44e17e9e9d3a44,0.17375,0.243074,0.631875,0.974084,/m/096mb
7e4bb23dd222d385,0.365,0.520638,0.74,0.899625,/m/096mb
7e4bb23dd222d385,0.37125,0.538462,0.699375,0.868668,/m/096mb
7e53bbc69ee00f84,0.1225,0.239167,0.935,0.7475,/m/07dm6
7e53bbc69ee00f84,0.116875,0.243333,0.930625,0.739167,/m/07dm6
7e6bf7a070cd1dba,0.0,0.0,0.679375,0.999167,/m/0bwd_0j
7e71f6b507475ce2,0.033125,0.025833,0.920625,0.91,/m/096mb
7e71f6b507475ce2,0.030625,0.0,0.961875,0.999167,/m/096mb
7e7c4f3cb00b2e28,0.030625,0.142969,0.986875,1.0,/m/0bwd_0j
7e7c4f3cb00b2e28,0.0,0.764063,0.999375,0.999219,/m/0bwd_0j
7e839e60b7d6d723,0.31375,0.151667,0.689375,0.6625,/m/0bwd_0j
7e87499928288f73,0.14,0.103189,0.825625,0.85272,/m/0bwd_0j
7e87499928288f73,0.0,0.0,0.99375,0.502814,/m/0bwd_0j
7e8bede0932748e5,0.003333,0.1325,0.999167,0.72375,/m/0bwd_0j
7e8bede0932748e5,0.205833,0.446875,0.999167,0.9525,/m/0bwd_0j
7e8bede0932748e5,0.310833,0.1975,0.999167,0.58,/m/0bwd_0j
7e8bede0932748e5,0.325,0.269375,0.999167,0.804375,/m/0bwd_0j
7e8d03d15cd5abf2,0.0,0.0,0.999375,0.766416,/m/096mb
7e8d03d15cd5abf2,0.62,0.368668,0.999375,0.999062,/m/096mb
7e904b74f18940e7,0.036251,0.0,0.999116,0.827344,/m/0bwd_0j
7e93874bc30a21dc,0.619375,0.051546,0.99,0.507029,/m/07dm6
7e93874bc30a21dc,0.0,0.209934,0.999375,0.999063,/m/07dm6
7e93874bc30a21dc,0.0575,0.12746,0.915625,0.874414,/m/07dm6
7e9b5c0c1a9caff8,0.214052,0.785948,0.383987,0.892157,/m/0bwd_0j
7e9b5c0c1a9caff8,0.313726,0.666667,0.429739,0.831699,/m/0bwd_0j
7e9b5c0c1a9caff8,0.367647,0.529412,0.470588,0.589869,/m/0bwd_0j
7e9b5c0c1a9caff8,0.375817,0.604575,0.48366,0.683007,/m/0bwd_0j
7e9b5c0c1a9caff8,0.388889,0.423203,0.464052,0.52451,/m/0bwd_0j
7e9b5c0c1a9caff8,0.416667,0.684641,0.498366,0.787582,/m/0bwd_0j
7e9b5c0c1a9caff8,0.426471,0.715686,0.509804,0.839869,/m/0bwd_0j
7e9b5c0c1a9caff8,0.47549,0.419935,0.565359,0.477124,/m/0bwd_0j
7e9b5c0c1a9caff8,0.495098,0.571895,0.580065,0.718954,/m/0bwd_0j
7e9b5c0c1a9caff8,0.496732,0.480392,0.665033,0.571895,/m/0bwd_0j
7e9b5c0c1a9caff8,0.511438,0.738562,0.669935,0.785948,/m/0bwd_0j
7e9b5c0c1a9caff8,0.581699,0.576797,0.663399,0.74183,/m/0bwd_0j
7e9b5c0c1a9caff8,0.676471,0.413399,0.767974,0.529412,/m/0bwd_0j
7e9b5c0c1a9caff8,0.676471,0.612745,0.797386,0.686275,/m/0bwd_0j
7e9b5c0c1a9caff8,0.684641,0.539216,0.803922,0.617647,/m/0bwd_0j
7e9b5c0c1a9caff8,0.686275,0.687908,0.792484,0.78268,/m/0bwd_0j
7eb38bfa443549d6,0.155625,0.401795,0.451875,0.908275,/m/0bwd_0j
7eb38bfa443549d6,0.001875,0.0,0.7225,0.627119,/m/0bwd_0j
7eb38bfa443549d6,0.549375,0.002991,0.999375,0.996012,/m/0bwd_0j
7ebb5c12d21dd313,0.0,0.048387,0.176875,0.216319,/m/096mb
7ebb5c12d21dd313,0.0,0.262808,0.44875,0.722011,/m/096mb
7ebb5c12d21dd313,0.0,0.764706,0.786875,0.999051,/m/096mb
7ebb5c12d21dd313,0.635625,0.0,0.999375,0.223909,/m/096mb
7ebb5c12d21dd313,0.8125,0.222011,0.8975,0.313093,/m/096mb
7ebb5c12d21dd313,0.843125,0.35389,0.90125,0.420304,/m/096mb
7ebb5c12d21dd313,0.925625,0.231499,0.986875,0.305503,/m/096mb
7ebb5c12d21dd313,0.930625,0.381404,0.999375,0.466793,/m/096mb
7ebb5c12d21dd313,0.126875,0.039848,0.999375,0.999051,/m/096mb
7ebe3b1e961e2165,0.055,0.0,0.936667,0.988739,/m/0bwd_0j
7ebe3b1e961e2165,0.0475,0.332207,0.085833,0.387387,/m/0bwd_0j
7ebe3b1e961e2165,0.415833,0.941441,0.510833,0.998874,/m/0bwd_0j
7ebe3b1e961e2165,0.681667,0.894144,0.869167,0.989865,/m/0bwd_0j
7ebe3b1e961e2165,0.863333,0.738739,0.886667,0.759009,/m/0bwd_0j
7ebe3b1e961e2165,0.884167,0.917793,0.963333,0.967342,/m/0bwd_0j
7ebe3b1e961e2165,0.920833,0.708333,0.940833,0.738739,/m/0bwd_0j
7ebe3b1e961e2165,0.958333,0.698198,0.989167,0.724099,/m/0bwd_0j
7ebe3b1e961e2165,0.958333,0.875,0.999167,0.933559,/m/0bwd_0j
7ebf9e71d3b62cac,0.623438,0.475,0.721875,0.707812,/m/07dm6
7ebf9e71d3b62cac,0.6125,0.48125,0.728125,0.69375,/m/07dm6
7ebf9e71d3b62cac,0.604688,0.482812,0.7375,0.701563,/m/07dm6
7ebf9e71d3b62cac,0.176563,0.234375,0.607813,0.735937,/m/07dm6
7ebf9e71d3b62cac,0.582812,0.470313,0.726562,0.782812,/m/07dm6
7ebf9e71d3b62cac,0.601562,0.540625,0.632812,0.598437,/m/07dm6
7ebf9e71d3b62cac,0.679688,0.526563,0.735937,0.585938,/m/07dm6
7ecf6c2dd0cce583,0.273125,0.315,0.774375,0.9175,/m/0bwd_0j
7ecf6c2dd0cce583,0.0,0.0,0.44,0.999167,/m/0bwd_0j
7ecf6c2dd0cce583,0.395,0.52,0.463125,0.561667,/m/0bwd_0j
7ecf6c2dd0cce583,0.66125,0.4375,0.7925,0.623333,/m/0bwd_0j
7ecf6c2dd0cce583,0.78375,0.3925,0.999375,0.689167,/m/0bwd_0j
7ee35cd57907ee9e,0.078725,0.046875,0.999063,0.955625,/m/096mb
7f09c6cbf1decc39,0.041667,0.0,0.8,0.67602,/m/02d28x
7f0af1d7653865fb,0.04125,0.038462,0.820625,0.999062,/m/07dm6
7f0af1d7653865fb,0.6475,0.151032,0.8025,0.303002,/m/07dm6
7f0e9128fa651c99,0.083125,0.2175,0.7525,0.86,/m/096mb
7f3690fab214041f,0.287281,0.037829,0.685307,0.945724,/m/096mb
7f4b2f00827f6820,0.311875,0.180282,0.686875,0.858216,/m/0bwd_0j
7f4b2f00827f6820,0.46,0.114554,0.585625,0.333333,/m/0bwd_0j
7f4b2f00827f6820,0.315625,0.10892,0.7,0.94554,/m/0bwd_0j
7f4b2f00827f6820,0.425625,0.747418,0.584375,0.858216,/m/0bwd_0j
7f4b2f00827f6820,0.341875,0.428169,0.5775,0.869484,/m/0bwd_0j
7f4b2f00827f6820,0.491875,0.384038,0.57125,0.753052,/m/0bwd_0j
7f4b2f00827f6820,0.42125,0.769953,0.58375,0.88169,/m/0bwd_0j
7f4b2f00827f6820,0.48875,0.703286,0.564375,0.770892,/m/0bwd_0j
7f4b2f00827f6820,0.4475,0.105164,0.588125,0.286385,/m/0bwd_0j
7f4b2f00827f6820,0.0,0.0,0.3525,0.603756,/m/0bwd_0j
7f4b2f00827f6820,0.4175,0.0,0.903125,0.307042,/m/0bwd_0j
7f4b2f00827f6820,0.48,0.213146,0.57375,0.370892,/m/0bwd_0j
7f4c2882b0495233,0.0,0.0,0.896667,0.963125,/m/0bwd_0j
7f4c2882b0495233,0.530833,0.000625,0.999167,0.685625,/m/0bwd_0j
7f6af57b008cb006,0.750977,0.501471,0.967773,0.707353,/m/0bwd_0j
7f6af57b008cb006,0.132812,0.598529,0.231445,0.708824,/m/0bwd_0j
7f6af57b008cb006,0.25293,0.239706,0.664062,0.735294,/m/0bwd_0j
7f6af57b008cb006,0.017578,0.0,0.050781,0.073529,/m/0bwd_0j
7f6af57b008cb006,0.200195,0.0,0.232422,0.070588,/m/0bwd_0j
7f6af57b008cb006,0.254883,0.0,0.289062,0.070588,/m/0bwd_0j
7f6af57b008cb006,0.314453,0.0,0.342773,0.075,/m/0bwd_0j
7f6af57b008cb006,0.849609,0.341176,0.962891,0.710294,/m/0bwd_0j
7f6af57b008cb006,0.561523,0.613235,0.640625,0.692647,/m/0bwd_0j
7f6af57b008cb006,0.746094,0.595588,0.850586,0.722059,/m/0bwd_0j
7f6af57b008cb006,0.921875,0.583824,0.999023,0.717647,/m/0bwd_0j
7f6af57b008cb006,0.882812,0.679412,0.898438,0.708824,/m/0bwd_0j
7f6af57b008cb006,0.908203,0.611765,0.939453,0.65,/m/0bwd_0j
7f6af57b008cb006,0.071289,0.454412,0.755859,0.704412,/m/0bwd_0j
7f7168dfd3831e3e,0.014062,0.071875,0.665625,0.325,/m/07dm6
7f7168dfd3831e3e,0.065625,0.373437,0.446875,0.648438,/m/07dm6
7f7168dfd3831e3e,0.13125,0.654688,0.415625,0.96875,/m/07dm6
7f7168dfd3831e3e,0.21875,0.701563,0.939062,0.978125,/m/07dm6
7f7168dfd3831e3e,0.323438,0.34375,0.840625,0.646875,/m/07dm6
7f7168dfd3831e3e,0.667188,0.010937,0.978125,0.323438,/m/07dm6
7f96ca8b658bd9f7,0.300654,0.2025,0.838054,0.809375,/m/096mb
7f96ca8b658bd9f7,0.290487,0.2125,0.834423,0.793125,/m/096mb
7fa0f3f3b0e79ba5,0.0,0.080675,0.849375,0.999062,/m/096mb
7fa2ccccafc494f5,0.18457,0.914062,0.21875,0.997396,/m/07dm6
7fa2ccccafc494f5,0.224609,0.914062,0.246094,0.985677,/m/07dm6
7fa2ccccafc494f5,0.258789,0.908854,0.3125,0.998698,/m/07dm6
7fa2ccccafc494f5,0.318359,0.921875,0.390625,0.998698,/m/07dm6
7fa2ccccafc494f5,0.259766,0.239583,0.698242,0.69401,/m/07dm6
7fa606eb6291faba,0.194375,0.129002,0.89375,0.89548,/m/096mb
7fadf864358c60c7,0.006875,0.093418,0.199375,0.611465,/m/0bwd_0j
7fadf864358c60c7,0.280625,0.374735,0.374375,0.563694,/m/0bwd_0j
7fadf864358c60c7,0.21625,0.251592,0.41625,0.56051,/m/0bwd_0j
7fadf864358c60c7,0.390625,0.0,0.861875,0.552017,/m/0bwd_0j
7fadf864358c60c7,0.738125,0.432059,0.7975,0.547771,/m/0bwd_0j
7fce826a9b4d755a,0.23875,0.3825,0.421875,0.6875,/m/096mb
7fce826a9b4d755a,0.025625,0.0075,0.994375,0.946667,/m/096mb
7fce826a9b4d755a,0.67875,0.441667,0.825,0.658333,/m/096mb
7fd816678e35e537,0.034375,0.078333,0.92375,0.8675,/m/0bwd_0j
7fd816678e35e537,0.636875,0.630833,0.833125,0.8325,/m/0bwd_0j
7fd816678e35e537,0.901875,0.653333,0.999375,0.806667,/m/0bwd_0j
7fd816678e35e537,0.984375,0.455,0.999375,0.611667,/m/0bwd_0j
7fe5f1f9244c0914,0.216615,0.099482,1.0,0.995855,/m/07dm6
7fe5f1f9244c0914,0.000776,0.001036,0.995342,0.629016,/m/07dm6
7fe5f1f9244c0914,0.003106,0.631088,0.259317,0.992746,/m/07dm6
800226a3e0572c7b,0.307506,0.427632,0.624697,0.759868,/m/096mb
800de2c714e2d9e1,0.133125,0.195,0.999375,0.999167,/m/096mb
800de2c714e2d9e1,0.0,0.185,0.999375,0.999167,/m/096mb
802416aa25317442,0.090994,0.035,0.906191,0.999375,/m/07dm6
802416aa25317442,0.108818,0.44875,0.965291,0.935625,/m/07dm6
802416aa25317442,0.070356,0.310625,0.906191,0.999375,/m/07dm6
8024e5f96bbdabf6,0.07625,0.164167,0.75,0.858333,/m/02d28x
803e2ab3a21eb37a,0.200625,0.346405,0.371875,0.644258,/m/0bwd_0j
803e2ab3a21eb37a,0.11625,0.396825,0.184375,0.608777,/m/0bwd_0j
803e2ab3a21eb37a,0.396875,0.371615,0.454375,0.620915,/m/0bwd_0j
803e2ab3a21eb37a,0.83375,0.385621,0.89875,0.635854,/m/0bwd_0j
803e2ab3a21eb37a,0.0,0.0,0.999375,0.354809,/m/0bwd_0j
803e2ab3a21eb37a,0.01375,0.35014,0.184375,0.618114,/m/0bwd_0j
803e2ab3a21eb37a,0.37625,0.331466,0.603125,0.647059,/m/0bwd_0j
803e2ab3a21eb37a,0.6325,0.366013,0.768125,0.666667,/m/0bwd_0j
805776c21e044e7a,0.0,0.0,0.46375,0.765706,/m/07dm6
805776c21e044e7a,0.428125,0.22912,0.941875,0.709534,/m/07dm6
8065e9e4353417b8,0.1175,0.233427,0.3275,0.417367,/m/096mb
8065e9e4353417b8,0.340625,0.229692,0.57375,0.430439,/m/096mb
8065e9e4353417b8,0.69625,0.606909,0.92,0.770308,/m/096mb
8067aeb510a599f6,0.0,0.33179,0.886875,0.759259,/m/07dm6
8067aeb510a599f6,0.460625,0.19213,0.7125,0.387346,/m/07dm6
8067aeb510a599f6,0.0,0.0,0.999375,0.999228,/m/07dm6
8067aeb510a599f6,0.0,0.348765,0.8825,0.757716,/m/07dm6
8067aeb510a599f6,0.466875,0.197531,0.664375,0.371142,/m/07dm6
8067aeb510a599f6,0.0,0.346451,0.88875,0.766975,/m/07dm6
8067aeb510a599f6,0.4625,0.188272,0.66875,0.367284,/m/07dm6
8069f87869356e62,0.07,0.104,1.0,0.976,/m/0bwd_0j
8069f87869356e62,0.038,0.058667,0.992,0.962667,/m/0bwd_0j
8082f2db4e009fd5,0.8025,0.634167,0.86625,0.790833,/m/0bwd_0j
8082f2db4e009fd5,0.309375,0.27,0.59625,0.665,/m/0bwd_0j
8082f2db4e009fd5,0.6175,0.611667,0.89,0.811667,/m/0bwd_0j
8082f2db4e009fd5,0.3225,0.224167,0.59125,0.650833,/m/0bwd_0j
8082f2db4e009fd5,0.0,0.0,0.2975,0.490833,/m/0bwd_0j
8082f2db4e009fd5,0.53625,0.359167,0.7325,0.630833,/m/0bwd_0j
8082f2db4e009fd5,0.784375,0.0,0.999375,0.735833,/m/0bwd_0j
8082f2db4e009fd5,0.620625,0.655,0.63625,0.705,/m/0bwd_0j
8082f2db4e009fd5,0.67375,0.648333,0.689375,0.703333,/m/0bwd_0j
8082f2db4e009fd5,0.71125,0.653333,0.726875,0.703333,/m/0bwd_0j
8082f2db4e009fd5,0.729375,0.663333,0.74625,0.695,/m/0bwd_0j
8082f2db4e009fd5,0.740625,0.6325,0.768125,0.701667,/m/0bwd_0j
8082f2db4e009fd5,0.768125,0.645,0.79,0.698333,/m/0bwd_0j
8082f2db4e009fd5,0.816875,0.649167,0.850625,0.805,/m/0bwd_0j
80a9e480720d6ba9,0.0,0.259887,0.16,0.518832,/m/0bwd_0j
80a9e480720d6ba9,0.294375,0.213748,0.645625,0.553672,/m/0bwd_0j
80a9e480720d6ba9,0.606875,0.259887,0.8775,0.559322,/m/0bwd_0j
80a9e480720d6ba9,0.83875,0.3258,0.999375,0.585687,/m/0bwd_0j
80a9e480720d6ba9,0.135625,0.327684,0.2175,0.553672,/m/0bwd_0j
80a9e480720d6ba9,0.186875,0.274953,0.299375,0.572505,/m/0bwd_0j
