,Path,XMin,YMin,XMax,YMax,ImageID
1013,1101.png,0.855625,0.0,0.999375,0.452848,2c170c3a8884a6f2
736,783.png,0.533125,0.72475,0.846875,0.99889,00a2ad9365afcd7e
1741,1901.png,0.405625,0.150334,0.64875,0.91314,43087632546b6fdb
480,511.png,0.36875,0.547878,0.47625,0.869694,00758c10b2da2954
699,746.png,0.890625,0.252345,0.95625,0.305816,0098915ff17c199c
732,779.png,0.46625,0.900111,0.50125,0.964484,00a2ad9365afcd7e
2261,2471.png,0.268125,0.787448,0.318125,0.90795,000467588f9797fc
2440,2670.png,0.85,0.013133,0.983125,0.213884,949868987aaecb8a
1337,1472.png,0.315625,0.15,0.634375,0.38333333,50db36cf0e7a9b63
1799,1964.png,0.006875,0.934167,0.11125,0.999167,3ded83ca47a84b3e
427,455.png,0.918125,0.340888,0.99875,0.561851,00251aa00f08831f
135,142.png,0.658125,0.513133,0.73375,0.899625,013d0f61873215a8
2026,2207.png,0.145,0.159475,0.425,0.585366,0098915ff17c199c
1136,1233.png,0.021875,0.583333,0.271875,0.998932,006512eb4a092212
346,371.png,0.739258,0.228739,0.833008,0.391496,0023b0e23b369b8d
648,691.png,0.535,0.473333,0.976667,0.833333,07051cd81c101e42
528,570.png,0.35625,0.515009,0.491875,0.678236,0017830e8b7b0579
1772,1934.png,0.918125,0.340888,0.99875,0.561851,00251aa00f08831f
2117,2299.png,0.69875,0.498333,0.85375,0.716667,00048edce2a37368
1333,1468.png,0.438095,0.35861,0.895238,0.846761,02f4ebb9043ee62a
1462,1603.png,0.098333,0.755556,0.221667,0.877778,02ecd01295b4e555
1145,1242.png,0.530864,0.238248,0.990503,0.785256,007c8c28e1f149b1
773,821.png,0.76625,0.469167,0.908125,0.605833,00048edce2a37368
2396,2625.png,0.0,0.081667,0.97875,0.963333,00d199d2990fab59
849,910.png,0.292699,0.705,0.627771,0.999375,01a750e2c859d478
2291,2503.png,0.260625,0.243948,0.57875,0.526071,0094592d26800cf3
2131,2313.png,0.0,0.674167,0.56375,0.999167,00048edce2a37368
92,99.png,0.076875,0.070833,0.40625,0.635833,661a749a93e28153
577,619.png,0.138125,0.06968,0.199375,0.135593,1c5ef6c1f1a07fc7
1286,1404.png,0.203125,0.112444,0.759375,0.798351,0140fa378e886ede
1625,1769.png,0.59,0.426966,0.635625,0.467228,000ca4a1855318b1
1559,1703.png,0.00375,0.0,0.999375,0.985,10e97dd3b2d2c3f4
1441,1582.png,0.2125,0.335065,0.675,0.999134,8467c3cf0b323a87
359,385.png,0.06,0.735294,0.935,0.845588,02f4615f035e73a6
2035,2216.png,0.2475,0.19137,0.323125,0.348968,0098915ff17c199c
579,621.png,0.200625,0.0,0.290625,0.071563,1c5ef6c1f1a07fc7
188,197.png,0.644444,0.100503,0.671111,0.136935,07b5bc80c5797f3a
1553,1696.png,0.398611,0.128205,0.751389,0.570513,5274ebb5f42fb82c
2217,2414.png,0.056911,0.147305,0.986867,0.88503,01f88d4cc4ecd8d6
663,708.png,0.3125,0.051595,0.6225,0.373358,15b234c4036dd16c
2495,2728.png,0.164676,0.084,0.912116,0.726,0001c222f055d7fc
2632,2884.png,0.40625,0.0,0.814583,0.993333,0055141363d9a00e
186,195.png,0.299259,0.105528,0.351111,0.158291,07b5bc80c5797f3a
987,1075.png,0.036667,0.023333,0.98,0.95,092c9764cf66cfc4
2274,2484.png,0.829208,0.69637,0.913366,0.815181,049ceb560923aedf
2147,2333.png,0.321094,0.319792,0.476562,0.547917,049e8bdeae5d0386
1661,1812.png,0.0,0.0,0.999375,0.999056,00b082c3dda51382
2384,2613.png,0.486875,0.290027,0.72125,0.882891,0108699b58fba47f
1986,2163.png,0.300625,0.257036,0.346875,0.349906,003df9e04b7ba316
1498,1641.png,0.51,0.0,0.998571,0.997845,016d09e51ef37ef1
1757,1919.png,0.065,0.0,0.505,0.224444,21172d1350bff36a
2243,2453.png,0.0,0.0,0.999375,0.999219,12cd4d50f5cf753f
341,366.png,0.68625,0.0,0.999375,0.868668,0027717ee5abd636
1561,1705.png,0.582812,0.695312,0.7,0.98125,096b82fcb9debec6
66,73.png,0.2625,0.633333,0.27375,0.66,009fe379015d01ee
77,84.png,0.57625,0.381667,0.5925,0.413333,009fe379015d01ee
1803,1968.png,0.115,0.8875,0.1925,0.999167,3ded83ca47a84b3e
2266,2476.png,0.0,0.0,0.998366,0.998366,7dab6d4a1916c5ab
459,490.png,0.015833,0.045,1.0,0.855,0491be7da91762ca
496,537.png,0.0,0.0,0.998428,0.998611,005c64f8ba47c65c
894,970.png,0.604375,0.695764,0.9275,0.998716,090be8149aa10e63
564,606.png,0.254375,0.207512,0.87875,0.865728,4166772334f67e2a
780,828.png,0.3575,0.201667,0.5225,0.484167,00048edce2a37368
1179,1280.png,0.747656,0.170388,0.7875,0.231492,0081d67c4cfc9134
917,993.png,0.3,0.789121,0.34875,0.878661,000467588f9797fc
344,369.png,0.367188,0.604106,0.429688,0.690616,0023b0e23b369b8d
2509,2744.png,0.635,0.380833,0.92125,0.926667,0141eb8240d1e2a4
1978,2155.png,0.157813,0.698611,0.250781,0.838889,007085c9466545f6
2336,2558.png,0.056,0.658,0.258,0.949,000af631fb329557
2159,2345.png,0.188125,0.613491,0.35,0.976299,006881240855f4a9
916,992.png,0.268125,0.787448,0.318125,0.90795,000467588f9797fc
831,883.png,0.087029,0.690625,0.267782,0.844375,0012aa7a73b51d94
818,870.png,0.540625,0.670009,0.56125,0.967183,006881240855f4a9
1663,1814.png,0.2,0.530516,0.90625,0.995305,0747097f650f1273
1660,1809.png,0.234496,0.228916,0.401163,0.412651,ba782ccb35666f61
850,911.png,0.213333,0.0,0.798667,0.809,008230603abe6ff1
2483,2714.png,0.40125,0.353632,0.626875,0.869658,006512eb4a092212
575,617.png,0.12875,0.351224,0.15875,0.405838,1c5ef6c1f1a07fc7
2463,2694.png,0.343125,0.28424,0.68125,0.409006,18b692b6d7fcef57
1774,1937.png,0.129085,0.478758,0.349673,0.632353,007b628d75c12302
2522,2757.png,0.0,0.305523,0.997656,0.998825,0081d67c4cfc9134
316,333.png,0.0,0.0,0.999375,0.999056,00b082c3dda51382
2661,2922.png,0.0,0.0,0.999375,0.999062,02fd221e94acd790
929,1005.png,0.829208,0.69637,0.913366,0.815181,049ceb560923aedf
958,1036.png,0.351307,0.197712,0.635621,0.805556,f6155913e2244998
167,176.png,0.00293,0.054688,0.197266,0.515625,0242b82d966c25c8
765,813.png,0.840625,0.229167,0.999375,0.58,00274a1dc0fd7e4d
1567,1711.png,0.468125,0.099718,0.824375,0.855127,3245ffe3478d4143
612,654.png,0.0,0.0,0.999375,0.569418,006d5ce1be409eb6
1230,1345.png,0.853125,0.702627,0.999375,0.87242,00018457a4aafe75
1687,1846.png,0.690625,0.546904,0.9275,0.699812,0027717ee5abd636
1859,2035.png,0.69,0.770833,0.99875,0.999167,02ce218553cc3f15
682,729.png,0.405625,0.30394,0.644375,0.595685,0098915ff17c199c
718,765.png,0.0,0.0,0.999375,0.999167,06f92f5456da8509
184,193.png,0.45037,0.356784,0.518519,0.398241,07b5bc80c5797f3a
2038,2219.png,0.623125,0.245779,0.688125,0.376173,0098915ff17c199c
2132,2314.png,0.4475,0.4375,0.945625,0.891667,00048edce2a37368
2572,2821.png,0.086875,0.041276,0.89,0.993433,00018457a4aafe75
1779,1942.png,0.295625,0.594041,0.324375,0.621043,00268794e47eba14
1423,1564.png,0.57625,0.653333,0.60125,0.701667,009fe379015d01ee
1465,1606.png,0.241667,0.58,0.425,0.697778,02ecd01295b4e555
1972,2148.png,0.50875,0.697936,0.54,0.84334,03347e7344ce951a
2253,2463.png,0.26625,0.014226,0.53,0.422594,000467588f9797fc
1313,1439.png,0.077586,0.0425,0.948276,0.965,006af52d76f913db
1627,1771.png,0.639375,0.492509,0.715,0.559925,000ca4a1855318b1
1340,1475.png,0.0875,0.49583334,0.340625,0.6166667,50db36cf0e7a9b63
2004,2181.png,0.157227,0.550781,0.491211,0.947917,1e6475b470d66ef4
1768,1930.png,0.060998,0.109974,0.998152,0.961637,63153fde731ae8e6
1432,1573.png,0.61125,0.545,0.65875,0.598333,009fe379015d01ee
1785,1948.png,0.071942,0.256198,0.297362,0.991736,057f8ea4bcb05b2c
136,145.png,0.029412,0.174837,0.323529,0.964052,00a1568f9906eaa8
187,196.png,0.468148,0.339196,0.487407,0.361809,07b5bc80c5797f3a
2442,2672.png,0.0,0.0,0.999375,0.999062,949868987aaecb8a
1841,2016.png,0.0,0.0,0.998428,0.998611,005c64f8ba47c65c
2351,2573.png,0.016,0.063241,0.989,0.916996,01cea79a0b4f1012
2152,2338.png,0.159167,0.1643,0.800833,0.874239,01661bc0d34dc3ac
185,194.png,0.61037,0.123116,0.665185,0.160804,07b5bc80c5797f3a
656,699.png,0.502,0.646667,0.64,0.754,05577d3d15e454c3
2392,2621.png,0.0,0.1575,0.999375,0.999167,0007ca8a05b13552
1141,1238.png,0.130104,0.708333,0.445394,0.977564,007c8c28e1f149b1
2036,2217.png,0.39625,0.130394,0.464375,0.275797,0098915ff17c199c
462,493.png,0.0,0.0,0.995625,0.999064,0140a5561c6ffb8f
1806,1971.png,0.1925,0.0,0.6975,0.610694,0068bcb4b206c6f9
2082,2263.png,0.536875,0.850166,0.56875,0.882353,00a2ad9365afcd7e
853,914.png,0.185333,0.344,0.372667,0.608,008230603abe6ff1
1329,1456.png,0.288125,0.115646,0.68625,0.643707,00935bc6527d8e5f
1654,1799.png,0.344444,0.037037,0.515741,0.138889,00341c3c5825fc7e
267,277.png,0.104375,0.317416,0.165625,0.371723,000ca4a1855318b1
2202,2397.png,0.147028,0.055823,0.910323,0.955727,104691e47c185ee1
1003,1091.png,0.525,0.351,0.659,0.533,000af631fb329557
2177,2363.png,0.0,0.52125,0.40251,0.999375,0012aa7a73b51d94
322,341.png,0.03252,0.216777,1.0,0.819981,c627245421cccff1
2198,2393.png,0.185333,0.344,0.372667,0.608,008230603abe6ff1
1115,1212.png,0.239375,0.183865,0.635,0.37242,18b692b6d7fcef57
1635,1779.png,0.0,0.0,0.4,0.841667,00d618bec2f54a26
1164,1265.png,0.635,0.380833,0.92125,0.926667,0141eb8240d1e2a4
1146,1243.png,0.709402,0.799145,0.803419,0.976496,007c8c28e1f149b1
591,633.png,0.58875,0.299435,0.649375,0.399247,1c5ef6c1f1a07fc7
329,348.png,0.091613,0.1175,0.865161,0.8875,074d6af730ed17a6
2246,2456.png,0.01625,0.0,0.604375,0.561205,00459933348988dd
2133,2315.png,0.0,0.0,0.999375,0.999167,00048edce2a37368
2342,2564.png,0.49,0.665,0.658,0.958,000af631fb329557
1985,2162.png,0.268125,0.606004,0.33625,0.673546,003df9e04b7ba316
2359,2581.png,0.275,0.182857,0.434375,0.851429,00c0d1d91d662186
2085,2266.png,0.633125,0.350721,0.784375,0.664817,00a2ad9365afcd7e
2546,2784.png,0.765,0.234458,0.868,0.333925,00097c09aca0cabf
2212,2407.png,0.0,0.527205,0.99375,0.926829,00b4071412fb4d67
686,733.png,0.309375,0.078799,0.55125,0.551595,0098915ff17c199c
1928,2104.png,0.22625,0.370998,0.28125,0.415254,1c5ef6c1f1a07fc7
1612,1756.png,0.104375,0.317416,0.165625,0.371723,000ca4a1855318b1
1039,1134.png,0.486875,0.290027,0.72125,0.882891,0108699b58fba47f
1679,1833.png,0.3625,0.19606,0.72375,0.742026,5252f4c8746b73da
610,652.png,0.391875,0.11257,0.71875,0.601313,006d5ce1be409eb6
183,192.png,0.248889,0.115578,0.36,0.173367,07b5bc80c5797f3a
2197,2392.png,0.082,0.53,0.61,0.947,008230603abe6ff1
1954,2130.png,0.0,0.0,0.999375,0.999059,0188b56d842f79ba
2163,2349.png,0.540625,0.670009,0.56125,0.967183,006881240855f4a9
1552,1695.png,0.375,0.0,0.811111,0.25,5274ebb5f42fb82c
1476,1617.png,0.36,0.0,0.440625,0.151032,013d0f61873215a8
90,97.png,0.64125,0.695,0.66,0.735,009fe379015d01ee
661,706.png,0.03625,0.314259,0.4125,0.830206,15b234c4036dd16c
1485,1628.png,0.220313,0.571875,0.771875,0.864062,02144c6ad4ca3466
647,690.png,0.0,0.144531,0.6875,0.989844,bd73383823d12e82
1979,2156.png,0.182031,0.7875,0.266406,0.938889,007085c9466545f6
1784,1947.png,0.511875,0.518832,0.999375,0.868173,0c334bb4e67f9448
478,509.png,0.3975,0.593287,0.468125,0.83613,00758c10b2da2954
2631,2883.png,0.203125,0.112444,0.759375,0.798351,0140fa378e886ede
2070,2251.png,0.3175,0.372919,0.351875,0.418424,00a2ad9365afcd7e
368,394.png,0.09,0.054945,0.945,0.906593,0144535ac673355e
454,485.png,0.006875,0.934167,0.11125,0.999167,3ded83ca47a84b3e
2226,2423.png,0.0,0.046904,0.999375,0.999062,01169886d1256a6c
2653,2912.png,0.111111,0.537582,0.648693,0.887255,00b5dd2f1bc8a0f1
2002,2179.png,0.205,0.183125,0.290833,0.21875,0fd4a8dbec51a09c
2320,2542.png,0.1775,0.372255,0.975,0.892216,008ff4e98f5d12e5
599,641.png,0.2125,0.3775,0.858125,0.899167,03a568bf2eddea1d
515,557.png,0.48,0.059167,0.7225,0.241667,02ce218553cc3f15
154,163.png,0.38125,0.0,0.596875,0.05,005a76523045ff4a
790,838.png,0.278125,0.364907,0.644375,0.999224,83a742751dc5a7c1
526,568.png,0.451859,0.597917,0.969495,0.982292,0008fba87dd4aed2
1809,1974.png,0.727778,0.0375,0.872222,0.076563,00016982f6086d39
1021,1109.png,0.51375,0.001667,0.94,0.361667,075a5a2965ddfc74
1044,1139.png,0.231333,0.23506,0.757333,0.919323,dc20b65ff03338ff
313,324.png,0.0,0.0,0.47,0.999167,00853aa7e26dc77f
901,977.png,0.01625,0.0,0.604375,0.561205,00459933348988dd
2176,2362.png,0.087029,0.690625,0.267782,0.844375,0012aa7a73b51d94
946,1024.png,0.260625,0.243948,0.57875,0.526071,0094592d26800cf3
920,996.png,0.144531,0.105469,0.834961,0.802083,01801f45f9fa063d
396,422.png,0.405625,0.150334,0.64875,0.91314,43087632546b6fdb
615,657.png,0.511875,0.268846,0.636875,0.443629,00df612e36d403e0
1421,1562.png,0.56375,0.328333,0.6625,0.413333,009fe379015d01ee
1016,1104.png,0.0,0.0,0.996875,0.994286,00c0d1d91d662186
257,267.png,0.359802,0.191067,0.665012,0.573201,83dbf48474d9dabb
215,225.png,0.807813,0.628125,0.970312,0.9875,096b82fcb9debec6
1953,2129.png,0.0,0.065359,0.583333,0.998366,01cac873de08ca00
491,522.png,0.8525,0.458333,0.991875,0.999167,00be189ddee94ecc
2447,2677.png,0.2475,0.111632,0.51,0.496248,01a0c5134b8a7974
174,183.png,0.768555,0.345052,0.999023,0.783854,0242b82d966c25c8
1127,1224.png,0.8725,0.493333,0.999375,0.758333,0cac4f87eaa1e5ee
2565,2814.png,0.147917,0.176563,0.7625,0.507031,29f2a84f3d29ccd1
2477,2708.png,0.355,0.076208,0.63,0.638476,01dd21053307de4c
70,77.png,0.3775,0.361667,0.3925,0.39,009fe379015d01ee
2191,2380.png,0.325833,0.158125,0.765,0.894375,403f5d18b9108bb6
1443,1584.png,0.65,0.27619,0.849219,0.547186,8467c3cf0b323a87
171,180.png,0.335938,0.828125,0.705078,0.998698,0242b82d966c25c8
1938,2114.png,0.606875,0.757062,0.72375,0.917138,1c5ef6c1f1a07fc7
616,658.png,0.0,0.0,0.99875,0.998124,0002cebd6f0cd7e1
2129,2311.png,0.04875,0.876667,0.185625,0.999167,00048edce2a37368
1107,1203.png,0.0,0.0,0.98625,0.993578,0004d0fa04223278
1537,1680.png,0.243056,0.375,0.298611,0.466667,00518ca5686877e0
1864,2040.png,0.52875,0.104167,0.725625,0.245,02ce218553cc3f15
1132,1229.png,0.355,0.076208,0.63,0.638476,01dd21053307de4c
1186,1287.png,0.607813,0.303173,0.998438,0.749706,0081d67c4cfc9134
1473,1614.png,0.11125,0.493433,0.229375,0.883677,013d0f61873215a8
1858,2034.png,0.52,0.1525,0.999375,0.9975,02ce218553cc3f15
1051,1146.png,0.0,0.081667,0.97875,0.963333,00d199d2990fab59
102,109.png,0.116406,0.566234,0.257812,0.871861,8467c3cf0b323a87
755,803.png,0.53,0.506667,0.65375,0.693333,01bbf1b6a15a4917
1788,1951.png,0.098321,0.586777,0.318945,0.991736,057f8ea4bcb05b2c
717,764.png,0.195,0.360225,0.941875,0.91651,067a26a1baa48d81
1099,1195.png,0.240625,0.128518,0.664375,0.998124,01a0c5134b8a7974
687,734.png,0.89875,0.201689,0.999375,0.604128,0098915ff17c199c
363,389.png,0.04125,0.0675,0.92875,0.908333,00af8ab063fb1cf0
2232,2437.png,0.229375,0.303333,0.756875,0.625833,001e2cd338ff3ed0
1173,1274.png,0.0,0.0,0.999375,0.998817,002b6c5e434980df
678,725.png,0.670625,0.138837,0.95875,0.597561,0098915ff17c199c
606,648.png,0.000781,0.413915,0.328906,0.801887,0eb6e18693f9a7d3
1600,1744.png,0.069479,0.037221,0.905707,0.997519,83dbf48474d9dabb
2350,2572.png,0.081,0.063241,0.386,0.699605,01cea79a0b4f1012
532,574.png,0.5325,0.469981,0.62375,0.585366,0017830e8b7b0579
334,354.png,0.3625,0.19606,0.72375,0.742026,5252f4c8746b73da
175,184.png,0.007292,0.022656,0.876042,0.954687,071137e32d62db97
2435,2664.png,0.088,0.646154,0.134,0.723077,03e246da0ee1114b
2366,2588.png,0.51375,0.001667,0.94,0.361667,075a5a2965ddfc74
856,917.png,0.844375,0.44,0.94375,0.613333,30600809705889e5
1256,1371.png,0.883125,0.199812,0.999375,0.646341,08db94e7e12f2423
2120,2302.png,0.006875,0.2275,0.123125,0.569167,00048edce2a37368
1470,1611.png,0.556667,0.593333,0.666667,0.68,02ecd01295b4e555
793,842.png,0.134286,0.0,0.88,0.91,00b7abdc11a2d863
1411,1552.png,0.2625,0.633333,0.27375,0.66,009fe379015d01ee
1047,1142.png,0.0,0.1575,0.999375,0.999167,0007ca8a05b13552
2157,2343.png,0.0,0.0,0.995,0.996667,0019f6be6046f51f
437,466.png,0.520625,0.708098,0.72375,0.853107,0c334bb4e67f9448
2611,2863.png,0.892593,0.250926,0.962037,0.322222,015a17c2b037f6ea
2250,2460.png,0.137255,0.772876,0.176471,0.828431,cd7b3621c53d1ffe
2302,2514.png,0.331111,0.111111,0.497778,0.386667,2c8ffbb71cddd748
722,769.png,0.128125,0.358491,0.185625,0.445061,00a2ad9365afcd7e
621,663.png,0.0,0.0,0.64,0.999375,00d480fe5f01a039
1210,1314.png,0.07375,0.17219,0.923125,0.853026,20fe395448007dfd
2650,2909.png,0.350625,0.320833,0.609375,0.6275,19e041bc0fe1bda2
232,242.png,0.089375,0.003752,0.73625,0.999062,00ed67e74705df5b
2410,2639.png,0.06625,0.06397,0.37,0.619944,01f998a08f52513d
78,85.png,0.57625,0.653333,0.60125,0.701667,009fe379015d01ee
170,179.png,0.245117,0.333333,0.829102,0.817708,0242b82d966c25c8
2547,2785.png,0.789,0.788632,0.852,0.856128,00097c09aca0cabf
2411,2640.png,0.3375,0.095014,0.790625,0.690499,01f998a08f52513d
842,894.png,0.113125,0.00603,0.999375,0.18392,02295091042255dc
1831,1996.png,0.33,0.139191,0.37875,0.227048,00758c10b2da2954
2555,2793.png,0.07375,0.17219,0.923125,0.853026,20fe395448007dfd
1709,1869.png,0.31625,0.2425,0.999375,0.999167,00af8ab063fb1cf0
2088,2269.png,0.751875,0.055494,0.790625,0.1798,00a2ad9365afcd7e
2178,2364.png,0.564854,0.5475,0.999163,0.999375,0012aa7a73b51d94
279,289.png,0.585625,0.519663,0.6575,0.547753,000ca4a1855318b1
1956,2132.png,0.0,0.005629,0.79875,0.999062,006d5ce1be409eb6
1642,1787.png,0.0,0.143243,0.995349,0.943243,699970c2f943750c
1771,1933.png,0.779375,0.287063,0.965625,0.474976,00251aa00f08831f
2545,2783.png,0.037,0.0,0.368,0.319716,00097c09aca0cabf
2119,2301.png,0.0,0.889167,0.095,0.9825,00048edce2a37368
1064,1159.png,0.323125,0.527094,0.604375,0.999179,0f0deaff4fff8f58
2126,2308.png,0.578125,0.270833,0.78625,0.7475,00048edce2a37368
1789,1952.png,0.23741,0.347107,0.364508,0.818182,057f8ea4bcb05b2c
2148,2334.png,0.647656,0.430208,0.842969,0.59375,049e8bdeae5d0386
2571,2820.png,0.335625,0.037523,0.5675,0.518762,00018457a4aafe75
1001,1089.png,0.114,0.347,0.251,0.562,000af631fb329557
487,518.png,0.600625,0.109576,0.650625,0.21619,00758c10b2da2954
221,231.png,0.11,0.108184,0.47125,0.85889,3245ffe3478d4143
852,913.png,0.082,0.53,0.61,0.947,008230603abe6ff1
69,76.png,0.36625,0.366667,0.38,0.396667,009fe379015d01ee
1062,1157.png,0.825,0.54375,0.864062,0.652083,0ac62068d1328100
1006,1094.png,0.016,0.063241,0.989,0.916996,01cea79a0b4f1012
641,684.png,0.300625,0.257036,0.346875,0.349906,003df9e04b7ba316
2357,2579.png,0.185937,0.710938,0.809375,0.940625,0d999a6745b996ac
1083,1178.png,0.268125,0.354597,0.63375,0.879925,1c2e537ff0a0e127
2156,2342.png,0.000747,0.000625,0.999253,0.999375,0b751a61fc30f140
1955,2131.png,0.391875,0.11257,0.71875,0.601313,006d5ce1be409eb6
2363,2585.png,0.909375,0.811429,0.934375,0.942857,00c0d1d91d662186
2344,2566.png,0.743,0.394,0.967,0.646,000af631fb329557
2566,2815.png,0.1375,0.176563,0.769792,0.513281,29f2a84f3d29ccd1
915,991.png,0.23,0.805858,0.258125,0.830126,000467588f9797fc
940,1018.png,0.30625,0.431638,0.41,0.589831,00efe4b4aa33acf5
2106,2288.png,0.456875,0.4925,0.646875,0.655833,00274a1dc0fd7e4d
417,445.png,0.0,0.26125,0.999353,0.999375,965428ac5e285d8e
887,958.png,0.229375,0.303333,0.756875,0.625833,001e2cd338ff3ed0
1790,1955.png,0.1,0.0,0.9125,0.999067,0071dc035a60427e
213,223.png,0.428105,0.070261,0.72549,0.457516,1166bfacb4b9a810
683,730.png,0.585625,0.212946,0.70625,0.542214,0098915ff17c199c
1829,1994.png,0.26125,0.0,0.42375,0.337611,00758c10b2da2954
453,484.png,0.5975,0.0,0.999375,0.999167,0523b641cddd9cbb
542,584.png,0.330833,0.42375,0.73,0.99875,0005f3f1f9ba2a3a
1921,2097.png,0.131875,0.318267,0.204375,0.386064,1c5ef6c1f1a07fc7
645,688.png,0.574375,0.233583,0.6,0.327392,003df9e04b7ba316
1468,1609.png,0.466667,0.626667,0.583333,0.708889,02ecd01295b4e555
1891,2067.png,0.59375,0.072089,0.79125,0.528651,5cde5e6c5501d337
2135,2317.png,0.278125,0.364907,0.644375,0.999224,83a742751dc5a7c1
539,581.png,0.0,0.0,0.9575,0.99875,0005f3f1f9ba2a3a
302,313.png,0.032407,0.452778,0.488889,0.784259,00341c3c5825fc7e
2349,2571.png,0.641,0.822,0.66,0.926,000af631fb329557
691,738.png,0.39625,0.130394,0.464375,0.275797,0098915ff17c199c
1667,1820.png,0.03252,0.216777,1.0,0.819981,c627245421cccff1
1630,1774.png,0.35125,0.374532,0.973125,0.747191,000ca4a1855318b1
1027,1119.png,0.490625,0.245565,0.855625,0.536881,00996519956b7d68
1786,1949.png,0.22542,0.157025,0.374101,0.77686,057f8ea4bcb05b2c
2679,2948.png,0.555556,0.436019,0.78254,0.720379,02f4ebb9043ee62a
1420,1561.png,0.55,0.683333,0.56875,0.746667,009fe379015d01ee
525,567.png,0.645377,0.303125,0.801716,0.379167,0008fba87dd4aed2
465,496.png,0.055276,0.0,0.974874,0.98,026dfa7371ee747c
2325,2547.png,0.050625,0.234522,0.8375,0.878049,42b627d053171f67
1306,1431.png,0.47625,0.045,0.7925,0.385833,19e041bc0fe1bda2
130,137.png,0.25375,0.510319,0.351875,0.868668,013d0f61873215a8
1733,1893.png,0.24875,0.066722,0.945625,0.626355,03982ceb4b545f32
719,766.png,0.00125,0.0,0.341875,0.511654,00a2ad9365afcd7e
2052,2233.png,0.469375,0.58349,0.7075,0.840525,00cdc43ad4fcf494
2009,2188.png,0.301875,0.036585,0.62875,0.378987,15b234c4036dd16c
2484,2715.png,0.64375,0.38141,0.91875,0.896368,006512eb4a092212
2121,2303.png,0.095,0.330833,0.273125,0.708333,00048edce2a37368
1653,1798.png,0.209259,0.07037,0.366667,0.242593,00341c3c5825fc7e
2288,2500.png,0.170625,0.107778,0.8025,0.984444,001443707749da02
314,329.png,0.077519,0.069277,0.48062,0.957831,ba782ccb35666f61
194,203.png,0.440635,0.22375,0.641304,0.48375,001f581f2f2db648
724,771.png,0.234375,0.497225,0.446875,0.973363,00a2ad9365afcd7e
148,157.png,0.38375,0.55574,0.56375,0.90183,080f58f4d224b2cb
2358,2580.png,0.855625,0.0,0.999375,0.452848,2c170c3a8884a6f2
628,670.png,0.963125,0.726079,0.999375,0.791745,03347e7344ce951a
2260,2470.png,0.23,0.805858,0.258125,0.830126,000467588f9797fc
1066,1161.png,0.3375,0.095014,0.790625,0.690499,01f998a08f52513d
897,973.png,0.4525,0.242969,0.79875,0.560938,12cd4d50f5cf753f
824,876.png,0.057547,0.1875,0.766038,0.89625,06a3c476e050000a
1987,2164.png,0.314375,0.507505,0.34875,0.558161,003df9e04b7ba316
387,413.png,0.038125,0.18432,0.695625,0.934946,03982ceb4b545f32
1437,1578.png,0.076875,0.070833,0.40625,0.635833,661a749a93e28153
1458,1599.png,0.16129,0.35125,0.972191,0.949375,01d095f628dceffd
2307,2520.png,0.155625,0.216891,0.84875,0.710173,19423a4b3294df66
112,119.png,0.079926,0.072857,0.920074,0.987143,017d19efe67be449
1633,1777.png,0.410359,0.409158,0.536853,0.822747,10f14ca4434c12c6
2453,2683.png,0.770625,0.054128,0.941875,0.552294,0004d0fa04223278
2071,2252.png,0.32,0.0,0.40875,0.306326,00a2ad9365afcd7e
803,855.png,0.647656,0.430208,0.842969,0.59375,049e8bdeae5d0386
873,936.png,0.276423,0.891018,0.348343,0.998802,01f88d4cc4ecd8d6
1877,2053.png,0.5325,0.469981,0.62375,0.585366,0017830e8b7b0579
774,822.png,0.0,0.889167,0.095,0.9825,00048edce2a37368
506,548.png,0.455625,0.009167,0.813125,0.2575,02ce218553cc3f15
497,538.png,0.02973,0.0,0.997297,0.996795,0115b21a13a68d42
282,292.png,0.639375,0.492509,0.715,0.559925,000ca4a1855318b1
489,520.png,0.1825,0.150833,0.72125,0.999167,00be189ddee94ecc
2443,2673.png,0.68625,0.333959,0.903125,0.484053,949868987aaecb8a
1059,1154.png,0.44375,0.581667,0.626875,0.758333,0b296a2c68d71589
762,810.png,0.564375,0.919167,0.6225,0.999167,00274a1dc0fd7e4d
580,622.png,0.205,0.293785,0.49875,0.999058,1c5ef6c1f1a07fc7
137,146.png,0.400327,0.138889,0.910131,0.972222,00a1568f9906eaa8
226,236.png,0.0,0.0,0.999375,0.999375,443c2d287f0ef07a
1046,1141.png,0.0,0.0,0.999375,0.999167,1b47d517fcf14532
1182,1283.png,0.0,0.593419,0.999219,0.99765,0081d67c4cfc9134
2345,2567.png,0.047,0.767,0.168,0.947,000af631fb329557
855,916.png,0.051875,0.601667,0.35125,0.714167,30600809705889e5
884,955.png,0.325556,0.097015,0.437778,0.791045,0d5893453d58ac48
531,573.png,0.494375,0.464353,0.57125,0.515009,0017830e8b7b0579
212,222.png,0.28268,0.312091,0.785948,0.962418,1166bfacb4b9a810
1461,1602.png,0.05,0.668889,0.161667,0.773333,02ecd01295b4e555
1036,1130.png,0.0,0.0,0.7525,0.76,02081b875a3147da
2068,2249.png,0.130625,0.706992,0.25375,0.836848,00a2ad9365afcd7e
2216,2411.png,0.250625,0.592469,0.53875,0.987448,03dcd57a58305caa
